Carrier,FlightNo,Destination,DepartTime,Day,Month,FlightLength (min),Delay (min)
AA,2011,MIA,4-8pm,Tue,June,185,-11
AA,2015,MIA,8-Noon,Tue,June,190,-7
AA,2019,STL,8-Mid,Tue,June,160,-5
AA,2093,MIA,Noon-4pm,Tue,June,190,-2
AA,2223,STL,4-8pm,Tue,June,175,11
AA,2255,MIA,4-8am,Tue,June,175,7
AA,301,ORD,4-8am,Wed,June,140,-6
AA,303,ORD,4-8am,Wed,June,145,0
AA,305,ORD,4-8am,Wed,June,145,-8
AA,309,ORD,8-Noon,Wed,June,145,-4
AA,313,ORD,8-Noon,Wed,June,155,-9
AA,319,ORD,8-Noon,Wed,June,150,-8
AA,321,ORD,8-Noon,Wed,June,155,-7
AA,327,ORD,Noon-4pm,Wed,June,155,-3
AA,329,ORD,Noon-4pm,Wed,June,150,-4
AA,333,ORD,Noon-4pm,Wed,June,155,-4
AA,335,ORD,Noon-4pm,Wed,June,160,10
AA,337,ORD,Noon-4pm,Wed,June,160,-3
AA,341,ORD,4-8pm,Wed,June,160,-10
AA,345,ORD,4-8pm,Wed,June,160,-7
AA,347,ORD,4-8pm,Wed,June,155,30
AA,363,ORD,4-8pm,Wed,June,155,-1
AA,371,ORD,8-Mid,Wed,June,155,26
AA,413,MIA,4-8am,Wed,June,185,-5
AA,599,MIA,8-Noon,Wed,June,190,-5
AA,611,BNA,8-Noon,Wed,June,155,-8
AA,701,DFW,4-8am,Wed,June,225,-1
AA,707,DFW,4-8am,Wed,June,230,-7
AA,709,DFW,4-8am,Wed,June,235,-5
AA,713,DFW,8-Noon,Wed,June,240,-5
AA,721,DFW,8-Noon,Wed,June,245,-8
AA,731,DFW,8-Noon,Wed,June,240,-8
AA,739,DFW,8-Noon,Wed,June,240,16
AA,743,DFW,Noon-4pm,Wed,June,235,-6
AA,745,DFW,Noon-4pm,Wed,June,240,-5
AA,751,DFW,Noon-4pm,Wed,June,245,-5
AA,753,DFW,Noon-4pm,Wed,June,240,7
AA,759,DFW,Noon-4pm,Wed,June,245,-7
AA,763,DFW,4-8pm,Wed,June,250,-6
AA,785,DFW,4-8pm,Wed,June,240,58
AA,787,DFW,4-8pm,Wed,June,240,23
AA,791,DFW,8-Mid,Wed,June,235,32
AA,1423,MIA,Noon-4pm,Wed,June,190,-6
AA,1551,BNA,4-8pm,Wed,June,150,-2
AA,1559,MIA,4-8pm,Wed,June,195,13
AA,1685,MIA,4-8am,Wed,June,175,0
AA,1709,MIA,8-Mid,Wed,June,185,46
AA,1741,BNA,Noon-4pm,Wed,June,150,-4
AA,1757,STL,8-Noon,Wed,June,170,-9
AA,1855,STL,8-Noon,Wed,June,165,-3
AA,2011,MIA,4-8pm,Wed,June,185,30
AA,2015,MIA,8-Noon,Wed,June,190,-5
AA,2019,STL,8-Mid,Wed,June,160,28
AA,2093,MIA,Noon-4pm,Wed,June,190,-10
AA,2223,STL,4-8pm,Wed,June,175,10
AA,2255,MIA,4-8am,Wed,June,175,-3
AA,301,ORD,4-8am,Thu,June,140,-6
AA,303,ORD,4-8am,Thu,June,145,-4
AA,305,ORD,4-8am,Thu,June,145,-4
AA,309,ORD,8-Noon,Thu,June,145,-7
AA,313,ORD,8-Noon,Thu,June,155,-6
AA,319,ORD,8-Noon,Thu,June,150,-6
AA,321,ORD,8-Noon,Thu,June,155,-5
AA,327,ORD,Noon-4pm,Thu,June,155,-5
AA,329,ORD,Noon-4pm,Thu,June,150,9
AA,333,ORD,Noon-4pm,Thu,June,155,-9
AA,335,ORD,Noon-4pm,Thu,June,160,7
AA,337,ORD,Noon-4pm,Thu,June,160,14
AA,341,ORD,4-8pm,Thu,June,160,36
AA,345,ORD,4-8pm,Thu,June,160,-1
AA,347,ORD,4-8pm,Thu,June,155,24
AA,363,ORD,4-8pm,Thu,June,155,-5
AA,371,ORD,8-Mid,Thu,June,155,34
AA,413,MIA,4-8am,Thu,June,185,-1
AA,599,MIA,8-Noon,Thu,June,190,23
AA,611,BNA,8-Noon,Thu,June,155,-8
AA,701,DFW,4-8am,Thu,June,225,-4
AA,707,DFW,4-8am,Thu,June,230,0
AA,709,DFW,4-8am,Thu,June,235,-2
AA,713,DFW,8-Noon,Thu,June,240,-3
AA,721,DFW,8-Noon,Thu,June,245,-4
AA,731,DFW,8-Noon,Thu,June,240,3
AA,739,DFW,8-Noon,Thu,June,240,-2
AA,743,DFW,Noon-4pm,Thu,June,235,9
AA,745,DFW,Noon-4pm,Thu,June,240,13
AA,751,DFW,Noon-4pm,Thu,June,245,2
AA,753,DFW,Noon-4pm,Thu,June,240,-3
AA,759,DFW,Noon-4pm,Thu,June,245,-6
AA,763,DFW,4-8pm,Thu,June,250,0
AA,785,DFW,4-8pm,Thu,June,240,13
AA,787,DFW,4-8pm,Thu,June,240,-12
AA,791,DFW,8-Mid,Thu,June,235,-11
AA,1423,MIA,Noon-4pm,Thu,June,190,21
AA,1551,BNA,4-8pm,Thu,June,150,12
AA,1559,MIA,4-8pm,Thu,June,195,31
AA,1685,MIA,4-8am,Thu,June,175,-3
AA,1709,MIA,8-Mid,Thu,June,185,-11
AA,1741,BNA,Noon-4pm,Thu,June,150,89
AA,1757,STL,8-Noon,Thu,June,170,24
AA,1855,STL,8-Noon,Thu,June,165,-10
AA,2011,MIA,4-8pm,Thu,June,185,7
AA,2015,MIA,8-Noon,Thu,June,190,-7
AA,2019,STL,8-Mid,Thu,June,160,16
AA,2093,MIA,Noon-4pm,Thu,June,190,-11
AA,2223,STL,4-8pm,Thu,June,175,-11
AA,2255,MIA,4-8am,Thu,June,175,-8
AA,301,ORD,4-8am,Fri,June,140,-2
AA,303,ORD,4-8am,Fri,June,145,0
AA,305,ORD,4-8am,Fri,June,145,-6
AA,309,ORD,8-Noon,Fri,June,145,-6
AA,313,ORD,8-Noon,Fri,June,155,-9
AA,319,ORD,8-Noon,Fri,June,150,-3
AA,321,ORD,8-Noon,Fri,June,155,4
AA,327,ORD,Noon-4pm,Fri,June,155,1
AA,329,ORD,Noon-4pm,Fri,June,150,34
AA,333,ORD,Noon-4pm,Fri,June,155,0
AA,335,ORD,Noon-4pm,Fri,June,160,63
AA,337,ORD,Noon-4pm,Fri,June,160,-1
AA,341,ORD,4-8pm,Fri,June,160,37
AA,345,ORD,4-8pm,Fri,June,160,248
AA,347,ORD,4-8pm,Fri,June,155,132
AA,363,ORD,4-8pm,Fri,June,155,83
AA,371,ORD,8-Mid,Fri,June,155,0
AA,413,MIA,4-8am,Fri,June,185,4
AA,599,MIA,8-Noon,Fri,June,190,0
AA,611,BNA,8-Noon,Fri,June,155,-9
AA,701,DFW,4-8am,Fri,June,225,-10
AA,707,DFW,4-8am,Fri,June,230,1
AA,709,DFW,4-8am,Fri,June,235,1
AA,713,DFW,8-Noon,Fri,June,240,-5
AA,721,DFW,8-Noon,Fri,June,245,-6
AA,731,DFW,8-Noon,Fri,June,240,-3
AA,739,DFW,8-Noon,Fri,June,240,-6
AA,743,DFW,Noon-4pm,Fri,June,235,0
AA,745,DFW,Noon-4pm,Fri,June,240,-7
AA,751,DFW,Noon-4pm,Fri,June,245,2
AA,753,DFW,Noon-4pm,Fri,June,240,14
AA,759,DFW,Noon-4pm,Fri,June,245,22
AA,763,DFW,4-8pm,Fri,June,250,247
AA,785,DFW,4-8pm,Fri,June,240,38
AA,787,DFW,4-8pm,Fri,June,240,0
AA,791,DFW,8-Mid,Fri,June,235,96
AA,1423,MIA,Noon-4pm,Fri,June,190,62
AA,1551,BNA,4-8pm,Fri,June,150,39
AA,1559,MIA,4-8pm,Fri,June,195,72
AA,1685,MIA,4-8am,Fri,June,175,0
AA,1709,MIA,8-Mid,Fri,June,185,139
AA,1741,BNA,Noon-4pm,Fri,June,150,23
AA,1757,STL,8-Noon,Fri,June,170,6
AA,1855,STL,8-Noon,Fri,June,165,-6
AA,2011,MIA,4-8pm,Fri,June,185,117
AA,2015,MIA,8-Noon,Fri,June,190,-5
AA,2019,STL,8-Mid,Fri,June,160,148
AA,2093,MIA,Noon-4pm,Fri,June,190,41
AA,2223,STL,4-8pm,Fri,June,175,8
AA,2255,MIA,4-8am,Fri,June,175,-3
AA,301,ORD,4-8am,Sat,June,140,0
AA,303,ORD,4-8am,Sat,June,145,0
AA,305,ORD,4-8am,Sat,June,145,-8
AA,309,ORD,8-Noon,Sat,June,145,23
AA,313,ORD,8-Noon,Sat,June,155,-4
AA,319,ORD,8-Noon,Sat,June,150,-6
AA,327,ORD,Noon-4pm,Sat,June,155,-4
AA,333,ORD,Noon-4pm,Sat,June,155,-7
AA,335,ORD,Noon-4pm,Sat,June,160,89
AA,345,ORD,4-8pm,Sat,June,160,-5
AA,363,ORD,4-8pm,Sat,June,155,-16
AA,413,MIA,4-8am,Sat,June,185,101
AA,599,MIA,8-Noon,Sat,June,190,46
AA,611,BNA,8-Noon,Sat,June,155,-8
AA,707,DFW,4-8am,Sat,June,230,-3
AA,709,DFW,4-8am,Sat,June,235,36
AA,713,DFW,8-Noon,Sat,June,240,0
AA,721,DFW,8-Noon,Sat,June,245,-5
AA,731,DFW,8-Noon,Sat,June,240,-4
AA,743,DFW,Noon-4pm,Sat,June,235,-3
AA,745,DFW,Noon-4pm,Sat,June,240,-3
AA,751,DFW,Noon-4pm,Sat,June,245,2
AA,759,DFW,Noon-4pm,Sat,June,245,-13
AA,763,DFW,4-8pm,Sat,June,250,-6
AA,785,DFW,4-8pm,Sat,June,240,-4
AA,787,DFW,4-8pm,Sat,June,240,-11
AA,1423,MIA,Noon-4pm,Sat,June,190,88
AA,1559,MIA,4-8pm,Sat,June,195,78
AA,1685,MIA,4-8am,Sat,June,175,0
AA,1709,MIA,8-Mid,Sat,June,185,69
AA,1741,BNA,Noon-4pm,Sat,June,150,-6
AA,1757,STL,8-Noon,Sat,June,170,-7
AA,2011,MIA,4-8pm,Sat,June,185,0
AA,2015,MIA,8-Noon,Sat,June,190,47
AA,2093,MIA,Noon-4pm,Sat,June,190,-5
AA,2223,STL,4-8pm,Sat,June,175,-6
AA,2255,MIA,4-8am,Sat,June,175,-4
AA,301,ORD,4-8am,Sun,June,140,-6
AA,305,ORD,4-8am,Sun,June,145,-6
AA,309,ORD,8-Noon,Sun,June,145,-9
AA,313,ORD,8-Noon,Sun,June,155,-8
AA,319,ORD,8-Noon,Sun,June,150,-2
AA,321,ORD,8-Noon,Sun,June,155,93
AA,327,ORD,Noon-4pm,Sun,June,155,-7
AA,329,ORD,Noon-4pm,Sun,June,150,0
AA,333,ORD,Noon-4pm,Sun,June,155,-1
AA,335,ORD,Noon-4pm,Sun,June,160,21
AA,337,ORD,Noon-4pm,Sun,June,160,-2
AA,341,ORD,4-8pm,Sun,June,160,149
AA,345,ORD,4-8pm,Sun,June,160,-8
AA,347,ORD,4-8pm,Sun,June,155,2
AA,363,ORD,4-8pm,Sun,June,155,-4
AA,371,ORD,8-Mid,Sun,June,155,-2
AA,413,MIA,4-8am,Sun,June,185,36
AA,599,MIA,8-Noon,Sun,June,190,-9
AA,611,BNA,8-Noon,Sun,June,155,-8
AA,707,DFW,4-8am,Sun,June,230,-5
AA,709,DFW,4-8am,Sun,June,235,-8
AA,713,DFW,8-Noon,Sun,June,240,-3
AA,721,DFW,8-Noon,Sun,June,245,-7
AA,731,DFW,8-Noon,Sun,June,240,-10
AA,743,DFW,Noon-4pm,Sun,June,235,59
AA,745,DFW,Noon-4pm,Sun,June,240,-1
AA,751,DFW,Noon-4pm,Sun,June,245,-1
AA,753,DFW,Noon-4pm,Sun,June,240,-5
AA,759,DFW,Noon-4pm,Sun,June,245,11
AA,763,DFW,4-8pm,Sun,June,250,-2
AA,785,DFW,4-8pm,Sun,June,240,0
AA,787,DFW,4-8pm,Sun,June,240,-6
AA,1423,MIA,Noon-4pm,Sun,June,190,-1
AA,1551,BNA,4-8pm,Sun,June,150,35
AA,1559,MIA,4-8pm,Sun,June,195,0
AA,1685,MIA,4-8am,Sun,June,175,-4
AA,1709,MIA,8-Mid,Sun,June,185,44
AA,1741,BNA,Noon-4pm,Sun,June,150,-5
AA,1757,STL,8-Noon,Sun,June,170,13
AA,1855,STL,8-Noon,Sun,June,165,-2
AA,2011,MIA,4-8pm,Sun,June,185,51
AA,2015,MIA,8-Noon,Sun,June,190,36
AA,2019,STL,8-Mid,Sun,June,160,-6
AA,2093,MIA,Noon-4pm,Sun,June,190,-7
AA,2223,STL,4-8pm,Sun,June,175,-6
AA,2255,MIA,4-8am,Sun,June,175,-7
AA,301,ORD,4-8am,Mon,June,140,-4
AA,303,ORD,4-8am,Mon,June,145,15
AA,305,ORD,4-8am,Mon,June,145,2
AA,309,ORD,8-Noon,Mon,June,145,-3
AA,313,ORD,8-Noon,Mon,June,155,4
AA,319,ORD,8-Noon,Mon,June,150,24
AA,321,ORD,8-Noon,Mon,June,155,56
AA,327,ORD,Noon-4pm,Mon,June,155,-8
AA,329,ORD,Noon-4pm,Mon,June,150,-8
AA,333,ORD,Noon-4pm,Mon,June,155,7
AA,335,ORD,Noon-4pm,Mon,June,160,0
AA,337,ORD,Noon-4pm,Mon,June,160,-4
AA,341,ORD,4-8pm,Mon,June,160,15
AA,345,ORD,4-8pm,Mon,June,160,-8
AA,347,ORD,4-8pm,Mon,June,155,39
AA,363,ORD,4-8pm,Mon,June,155,-6
AA,371,ORD,8-Mid,Mon,June,155,-6
AA,413,MIA,4-8am,Mon,June,185,-6
AA,599,MIA,8-Noon,Mon,June,190,-9
AA,611,BNA,8-Noon,Mon,June,155,-6
AA,701,DFW,4-8am,Mon,June,225,-9
AA,707,DFW,4-8am,Mon,June,230,-5
AA,709,DFW,4-8am,Mon,June,235,-4
AA,713,DFW,8-Noon,Mon,June,240,-9
AA,721,DFW,8-Noon,Mon,June,245,-4
AA,731,DFW,8-Noon,Mon,June,240,-3
AA,739,DFW,8-Noon,Mon,June,240,17
AA,743,DFW,Noon-4pm,Mon,June,235,-8
AA,745,DFW,Noon-4pm,Mon,June,240,5
AA,751,DFW,Noon-4pm,Mon,June,245,-6
AA,753,DFW,Noon-4pm,Mon,June,240,-8
AA,759,DFW,Noon-4pm,Mon,June,245,-6
AA,763,DFW,4-8pm,Mon,June,250,-5
AA,785,DFW,4-8pm,Mon,June,240,-6
AA,787,DFW,4-8pm,Mon,June,240,-6
AA,791,DFW,8-Mid,Mon,June,235,-12
AA,1423,MIA,Noon-4pm,Mon,June,190,1
AA,1551,BNA,4-8pm,Mon,June,150,-5
AA,1559,MIA,4-8pm,Mon,June,195,43
AA,1685,MIA,4-8am,Mon,June,175,-6
AA,1709,MIA,8-Mid,Mon,June,185,-6
AA,1741,BNA,Noon-4pm,Mon,June,150,-6
AA,1757,STL,8-Noon,Mon,June,170,-5
AA,1855,STL,8-Noon,Mon,June,165,-4
AA,2011,MIA,4-8pm,Mon,June,185,2
AA,2015,MIA,8-Noon,Mon,June,190,-5
AA,2019,STL,8-Mid,Mon,June,160,-9
AA,2093,MIA,Noon-4pm,Mon,June,190,158
AA,2223,STL,4-8pm,Mon,June,175,-8
AA,2255,MIA,4-8am,Mon,June,175,-4
AA,301,ORD,4-8am,Tue,June,140,-5
AA,303,ORD,4-8am,Tue,June,145,-1
AA,305,ORD,4-8am,Tue,June,145,104
AA,309,ORD,8-Noon,Tue,June,145,105
AA,313,ORD,8-Noon,Tue,June,155,0
AA,319,ORD,8-Noon,Tue,June,150,77
AA,321,ORD,8-Noon,Tue,June,155,91
AA,327,ORD,Noon-4pm,Tue,June,155,37
AA,329,ORD,Noon-4pm,Tue,June,150,0
AA,333,ORD,Noon-4pm,Tue,June,155,-3
AA,335,ORD,Noon-4pm,Tue,June,160,-3
AA,337,ORD,Noon-4pm,Tue,June,160,7
AA,341,ORD,4-8pm,Tue,June,160,38
AA,345,ORD,4-8pm,Tue,June,160,2
AA,347,ORD,4-8pm,Tue,June,155,168
AA,363,ORD,4-8pm,Tue,June,155,0
AA,371,ORD,8-Mid,Tue,June,155,73
AA,413,MIA,4-8am,Tue,June,185,-7
AA,599,MIA,8-Noon,Tue,June,190,189
AA,611,BNA,8-Noon,Tue,June,155,42
AA,701,DFW,4-8am,Tue,June,225,-5
AA,707,DFW,4-8am,Tue,June,230,-7
AA,709,DFW,4-8am,Tue,June,235,0
AA,713,DFW,8-Noon,Tue,June,240,46
AA,721,DFW,8-Noon,Tue,June,245,0
AA,731,DFW,8-Noon,Tue,June,240,41
AA,739,DFW,8-Noon,Tue,June,240,105
AA,743,DFW,Noon-4pm,Tue,June,235,32
AA,745,DFW,Noon-4pm,Tue,June,240,94
AA,751,DFW,Noon-4pm,Tue,June,245,18
AA,753,DFW,Noon-4pm,Tue,June,240,30
AA,759,DFW,Noon-4pm,Tue,June,245,51
AA,763,DFW,4-8pm,Tue,June,250,-8
AA,785,DFW,4-8pm,Tue,June,240,1
AA,787,DFW,4-8pm,Tue,June,240,0
AA,791,DFW,8-Mid,Tue,June,235,85
AA,1423,MIA,Noon-4pm,Tue,June,190,106
AA,1551,BNA,4-8pm,Tue,June,150,-7
AA,1559,MIA,4-8pm,Tue,June,195,250
AA,1685,MIA,4-8am,Tue,June,175,-1
AA,1709,MIA,8-Mid,Tue,June,185,203
AA,1741,BNA,Noon-4pm,Tue,June,150,1
AA,1757,STL,8-Noon,Tue,June,170,0
AA,1855,STL,8-Noon,Tue,June,165,54
AA,2011,MIA,4-8pm,Tue,June,185,257
AA,2015,MIA,8-Noon,Tue,June,190,38
AA,2019,STL,8-Mid,Tue,June,160,103
AA,2093,MIA,Noon-4pm,Tue,June,190,103
AA,2223,STL,4-8pm,Tue,June,175,-8
AA,2255,MIA,4-8am,Tue,June,175,-2
AA,301,ORD,4-8am,Wed,June,140,-5
AA,303,ORD,4-8am,Wed,June,145,101
AA,305,ORD,4-8am,Wed,June,145,-3
AA,309,ORD,8-Noon,Wed,June,145,-5
AA,313,ORD,8-Noon,Wed,June,155,26
AA,319,ORD,8-Noon,Wed,June,150,-5
AA,321,ORD,8-Noon,Wed,June,155,-1
AA,327,ORD,Noon-4pm,Wed,June,155,-4
AA,329,ORD,Noon-4pm,Wed,June,150,-8
AA,333,ORD,Noon-4pm,Wed,June,155,3
AA,335,ORD,Noon-4pm,Wed,June,160,9
AA,337,ORD,Noon-4pm,Wed,June,160,-4
AA,341,ORD,4-8pm,Wed,June,160,-8
AA,345,ORD,4-8pm,Wed,June,160,-3
AA,347,ORD,4-8pm,Wed,June,155,80
AA,371,ORD,8-Mid,Wed,June,155,32
AA,413,MIA,4-8am,Wed,June,185,-5
AA,599,MIA,8-Noon,Wed,June,190,-2
AA,611,BNA,8-Noon,Wed,June,155,-6
AA,701,DFW,4-8am,Wed,June,225,-7
AA,707,DFW,4-8am,Wed,June,230,-7
AA,709,DFW,4-8am,Wed,June,235,-1
AA,713,DFW,8-Noon,Wed,June,240,-3
AA,721,DFW,8-Noon,Wed,June,245,-6
AA,731,DFW,8-Noon,Wed,June,240,-8
AA,739,DFW,8-Noon,Wed,June,240,-2
AA,743,DFW,Noon-4pm,Wed,June,235,-6
AA,745,DFW,Noon-4pm,Wed,June,240,-7
AA,751,DFW,Noon-4pm,Wed,June,245,-3
AA,753,DFW,Noon-4pm,Wed,June,240,7
AA,759,DFW,Noon-4pm,Wed,June,245,0
AA,763,DFW,4-8pm,Wed,June,250,8
AA,785,DFW,4-8pm,Wed,June,240,14
AA,787,DFW,4-8pm,Wed,June,240,4
AA,791,DFW,8-Mid,Wed,June,235,23
AA,1423,MIA,Noon-4pm,Wed,June,190,-6
AA,1551,BNA,4-8pm,Wed,June,150,-5
AA,1559,MIA,4-8pm,Wed,June,195,2
AA,1685,MIA,4-8am,Wed,June,175,0
AA,1709,MIA,8-Mid,Wed,June,185,4
AA,1741,BNA,Noon-4pm,Wed,June,150,-4
AA,1757,STL,8-Noon,Wed,June,170,-7
AA,1855,STL,8-Noon,Wed,June,165,-9
AA,2011,MIA,4-8pm,Wed,June,185,-2
AA,2015,MIA,8-Noon,Wed,June,190,-4
AA,2019,STL,8-Mid,Wed,June,160,-8
AA,2093,MIA,Noon-4pm,Wed,June,190,54
AA,2223,STL,4-8pm,Wed,June,175,-3
AA,2255,MIA,4-8am,Wed,June,175,-9
AA,301,ORD,4-8am,Thu,June,140,-3
AA,303,ORD,4-8am,Thu,June,145,-5
AA,305,ORD,4-8am,Thu,June,140,-5
AA,309,ORD,4-8am,Thu,June,140,-6
AA,313,ORD,8-Noon,Thu,June,150,-2
AA,319,ORD,8-Noon,Thu,June,150,-6
AA,321,ORD,8-Noon,Thu,June,150,1
AA,327,ORD,Noon-4pm,Thu,June,150,110
AA,329,ORD,Noon-4pm,Thu,June,150,-4
AA,333,ORD,Noon-4pm,Thu,June,160,26
AA,335,ORD,Noon-4pm,Thu,June,165,13
AA,337,ORD,Noon-4pm,Thu,June,159,57
AA,341,ORD,4-8pm,Thu,June,160,11
AA,345,ORD,4-8pm,Thu,June,155,8
AA,347,ORD,4-8pm,Thu,June,168,69
AA,353,ORD,4-8pm,Thu,June,155,57
AA,363,ORD,4-8pm,Thu,June,155,79
AA,371,ORD,8-Mid,Thu,June,154,95
AA,413,MIA,4-8am,Thu,June,183,-6
AA,599,MIA,8-Noon,Thu,June,189,-4
AA,611,BNA,8-Noon,Thu,June,145,-9
AA,701,DFW,4-8am,Thu,June,213,-9
AA,707,DFW,4-8am,Thu,June,214,32
AA,709,DFW,8-Noon,Thu,June,225,-2
AA,713,DFW,8-Noon,Thu,June,229,-5
AA,721,DFW,8-Noon,Thu,June,230,1
AA,731,DFW,8-Noon,Thu,June,224,0
AA,739,DFW,8-Noon,Thu,June,225,0
AA,743,DFW,Noon-4pm,Thu,June,228,0
AA,745,DFW,Noon-4pm,Thu,June,228,0
AA,751,DFW,Noon-4pm,Thu,June,235,0
AA,753,DFW,Noon-4pm,Thu,June,238,0
AA,759,DFW,Noon-4pm,Thu,June,235,27
AA,763,DFW,4-8pm,Thu,June,233,0
AA,785,DFW,4-8pm,Thu,June,235,0
AA,787,DFW,4-8pm,Thu,June,228,0
AA,791,DFW,8-Mid,Thu,June,210,140
AA,1084,STL,8-Mid,Thu,June,160,-8
AA,1423,MIA,Noon-4pm,Thu,June,195,5
AA,1551,BNA,4-8pm,Thu,June,150,112
AA,1559,MIA,4-8pm,Thu,June,199,22
AA,1685,MIA,4-8am,Thu,June,178,-3
AA,1709,MIA,8-Mid,Thu,June,180,51
AA,1741,BNA,Noon-4pm,Thu,June,150,2
AA,1757,STL,8-Noon,Thu,June,164,-6
AA,1855,STL,8-Noon,Thu,June,160,-5
AA,2011,MIA,4-8pm,Thu,June,195,20
AA,2015,MIA,8-Noon,Thu,June,190,-7
AA,2093,MIA,Noon-4pm,Thu,June,195,100
AA,2223,STL,4-8pm,Thu,June,168,131
AA,2255,MIA,4-8am,Thu,June,170,-4
AA,301,ORD,4-8am,Fri,June,140,-1
AA,303,ORD,4-8am,Fri,June,145,-5
AA,305,ORD,4-8am,Fri,June,140,-2
AA,309,ORD,4-8am,Fri,June,140,1
AA,313,ORD,8-Noon,Fri,June,150,-6
AA,319,ORD,8-Noon,Fri,June,150,2
AA,321,ORD,8-Noon,Fri,June,150,98
AA,327,ORD,Noon-4pm,Fri,June,150,28
AA,329,ORD,Noon-4pm,Fri,June,150,41
AA,333,ORD,Noon-4pm,Fri,June,160,25
AA,335,ORD,Noon-4pm,Fri,June,165,17
AA,337,ORD,Noon-4pm,Fri,June,159,0
AA,341,ORD,4-8pm,Fri,June,160,14
AA,345,ORD,4-8pm,Fri,June,155,11
AA,347,ORD,4-8pm,Fri,June,168,98
AA,353,ORD,4-8pm,Fri,June,155,0
AA,363,ORD,4-8pm,Fri,June,155,25
AA,371,ORD,8-Mid,Fri,June,154,25
AA,413,MIA,4-8am,Fri,June,183,-6
AA,599,MIA,8-Noon,Fri,June,189,-7
AA,611,BNA,8-Noon,Fri,June,145,3
AA,701,DFW,4-8am,Fri,June,213,-1
AA,707,DFW,4-8am,Fri,June,214,-5
AA,709,DFW,8-Noon,Fri,June,225,-1
AA,713,DFW,8-Noon,Fri,June,229,11
AA,721,DFW,8-Noon,Fri,June,230,-1
AA,731,DFW,8-Noon,Fri,June,224,0
AA,739,DFW,8-Noon,Fri,June,225,50
AA,743,DFW,Noon-4pm,Fri,June,228,62
AA,745,DFW,Noon-4pm,Fri,June,228,78
AA,751,DFW,Noon-4pm,Fri,June,235,136
AA,753,DFW,Noon-4pm,Fri,June,238,0
AA,759,DFW,Noon-4pm,Fri,June,235,50
AA,763,DFW,4-8pm,Fri,June,233,0
AA,785,DFW,4-8pm,Fri,June,235,15
AA,787,DFW,4-8pm,Fri,June,228,20
AA,791,DFW,8-Mid,Fri,June,210,151
AA,1084,STL,8-Mid,Fri,June,160,41
AA,1423,MIA,Noon-4pm,Fri,June,195,-3
AA,1551,BNA,4-8pm,Fri,June,150,73
AA,1559,MIA,4-8pm,Fri,June,199,0
AA,1685,MIA,4-8am,Fri,June,178,3
AA,1709,MIA,8-Mid,Fri,June,180,-5
AA,1741,BNA,Noon-4pm,Fri,June,150,25
AA,1757,STL,8-Noon,Fri,June,164,39
AA,1855,STL,8-Noon,Fri,June,160,-8
AA,2011,MIA,4-8pm,Fri,June,195,13
AA,2015,MIA,8-Noon,Fri,June,190,-3
AA,2093,MIA,Noon-4pm,Fri,June,195,-8
AA,2223,STL,4-8pm,Fri,June,168,-7
AA,2255,MIA,4-8am,Fri,June,170,-8
AA,301,ORD,4-8am,Sat,June,140,-5
AA,305,ORD,4-8am,Sat,June,140,-4
AA,309,ORD,4-8am,Sat,June,140,61
AA,313,ORD,8-Noon,Sat,June,150,-9
AA,319,ORD,8-Noon,Sat,June,150,-6
AA,327,ORD,Noon-4pm,Sat,June,150,-9
AA,329,ORD,Noon-4pm,Sat,June,150,-7
AA,335,ORD,Noon-4pm,Sat,June,165,-3
AA,337,ORD,Noon-4pm,Sat,June,159,-7
AA,341,ORD,4-8pm,Sat,June,160,35
AA,347,ORD,4-8pm,Sat,June,168,-9
AA,371,ORD,8-Mid,Sat,June,154,-13
AA,413,MIA,4-8am,Sat,June,183,32
AA,599,MIA,8-Noon,Sat,June,189,0
AA,611,BNA,8-Noon,Sat,June,145,5
AA,701,DFW,4-8am,Sat,June,213,-3
AA,709,DFW,8-Noon,Sat,June,225,-6
AA,713,DFW,8-Noon,Sat,June,229,-3
AA,721,DFW,8-Noon,Sat,June,230,-4
AA,739,DFW,8-Noon,Sat,June,225,5
AA,743,DFW,Noon-4pm,Sat,June,228,-5
AA,745,DFW,Noon-4pm,Sat,June,228,-7
AA,751,DFW,Noon-4pm,Sat,June,235,22
AA,753,DFW,Noon-4pm,Sat,June,238,-1
AA,759,DFW,Noon-4pm,Sat,June,235,49
AA,763,DFW,4-8pm,Sat,June,233,28
AA,785,DFW,4-8pm,Sat,June,235,-6
AA,787,DFW,4-8pm,Sat,June,228,-7
AA,1423,MIA,Noon-4pm,Sat,June,195,11
AA,1559,MIA,4-8pm,Sat,June,199,25
AA,1685,MIA,4-8am,Sat,June,178,-1
AA,1709,MIA,8-Mid,Sat,June,180,14
AA,1741,BNA,Noon-4pm,Sat,June,150,14
AA,1757,STL,8-Noon,Sat,June,164,-5
AA,2011,MIA,4-8pm,Sat,June,195,69
AA,2015,MIA,8-Noon,Sat,June,190,80
AA,2093,MIA,Noon-4pm,Sat,June,195,3
AA,2223,STL,4-8pm,Sat,June,168,-4
AA,2255,MIA,4-8am,Sat,June,170,0
AA,301,ORD,4-8am,Sun,June,140,-1
AA,303,ORD,4-8am,Sun,June,145,-6
AA,309,ORD,4-8am,Sun,June,140,-7
AA,313,ORD,8-Noon,Sun,June,150,-6
AA,321,ORD,8-Noon,Sun,June,150,0
AA,327,ORD,Noon-4pm,Sun,June,150,-9
